Mod:Item:MetaData, Localized Name
tconstruct:dried_clay_slab:0, Dried Clay Slab
tconstruct:dried_clay_slab:1, Dried Bricks Slab
tconstruct:dried_clay_stairs:0, Dried Clay Stairs
tconstruct:dried_brick_stairs:0, Dried Bricks Stairs
tconstruct:brownstone:0, Smooth Brownstone
tconstruct:brownstone:1, Rough Brownstone
tconstruct:brownstone:2, Brownstone Paver
tconstruct:brownstone:3, Brownstone Bricks
tconstruct:brownstone:4, Cracked Brownstone Bricks
tconstruct:brownstone:5, Fancy Brownstone Bricks
tconstruct:brownstone:6, Square Brownstone Bricks
tconstruct:brownstone:7, Brownstone Road
tconstruct:brownstone:8, Brownstone Creeperface
tconstruct:brownstone:9, Triangle Brownstone Bricks
tconstruct:brownstone:10, Small Brownstone Bricks
tconstruct:brownstone:11, Brownstone Tiles
tconstruct:brownstone_slab:0, Smooth Brownstone Slab
tconstruct:brownstone_slab:1, Rough Brownstone Slab
tconstruct:brownstone_slab:2, Brownstone Paver Slab
tconstruct:brownstone_slab:3, Brownstone Bricks Slab
tconstruct:brownstone_slab:4, Cracked Brownstone Bricks Slab
tconstruct:brownstone_slab:5, Fancy Brownstone Bricks Slab
tconstruct:brownstone_slab:6, Square Brownstone Bricks Slab
tconstruct:brownstone_slab:7, Brownstone Road Slab
tconstruct:brownstone_slab2:0, Brownstone Creeperface Slab
tconstruct:brownstone_slab2:1, Triangle Brownstone Bricks Slab
tconstruct:brownstone_slab2:2, Small Brownstone Bricks Slab
tconstruct:brownstone_slab2:3, Brownstone Tile Slab
tconstruct:brownstone_stairs_smooth:0, Smooth Brownstone Stairs
tconstruct:brownstone_stairs_rough:0, Rough Brownstone Stairs
tconstruct:brownstone_stairs_paver:0, Brownstone Paver Stairs
tconstruct:brownstone_stairs_brick:0, Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_cracked:0, Cracked Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_fancy:0, Fancy Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_square:0, Square Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_triangle:0, Triangle Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_small:0, Small Brownstone Bricks Stairs
tconstruct:brownstone_stairs_road:0, Brownstone Road Stairs
tconstruct:brownstone_stairs_tile:0, Brownstone Tile Stairs
tconstruct:brownstone_stairs_creeper:0, Brownstone Creeperface Stairs
tconstruct:slimesling:0, Slimesling
tconstruct:slimesling:1, Slimesling
tconstruct:slimesling:2, Slimesling
tconstruct:slimesling:3, Congealed Bloodsling
tconstruct:slimesling:4, Slimesling
tconstruct:slime_boots:0, Slime Boots
tconstruct:slime_boots:1, Slime Boots
tconstruct:slime_boots:2, Slime Boots
tconstruct:slime_boots:3, Congealed Blood Boots
tconstruct:slime_boots:4, Slime Boots
tconstruct:piggybackpack, Piggybackpack
tconstruct:throwball:0, Glowball
tconstruct:throwball:1, EFLN
tconstruct:stone_stick, Stone Rod
tconstruct:fancy_frame:0, Fancy Item Frame
tconstruct:fancy_frame:1, Aluminium Brass Item Frame
tconstruct:fancy_frame:2, Cobalt Item Frame
tconstruct:fancy_frame:3, Ardite Item Frame
tconstruct:fancy_frame:4, Manyullyn Item Frame
tconstruct:fancy_frame:5, Golden Item Frame
tconstruct:fancy_frame:6, Clear Item Frame
tconstruct:moms_spaghetti, Mom's Spaghetti
bloodarsenal:slate, tile.bloodarsenal.slate..name
bloodarsenal:blood_infused_wooden_log, Blood Infused Wood
bloodarsenal:blood_infused_wooden_stairs, Blood Infused Wooden Stairs
bloodarsenal:blood_infused_wooden_fence, Blood Infused Wooden Fence
bloodarsenal:blood_infused_wooden_fence_gate, Blood Infused Wooden Fence Gate
bloodarsenal:blood_stained_glass, Blood Stained Glass
bloodarsenal:blood_stained_glass_pane, Blood Stained Glass Pane
bloodarsenal:blood_torch, Blood Torch
bloodarsenal:blood_infused_iron_block, Blood Infused Iron Block
bloodarsenal:blood_infused_glowstone, Blood Infused Glowstone
bloodarsenal:glass_shards, Glass Shards
bloodarsenal:block_blood_burned_string, Blood Burned String
bloodarsenal:altare_aenigmatica, Altare Aenigmatica
bloodarsenal:stasis_plate, Stasis Plate
bloodarsenal:blood_capacitor, Blood Capacitor
bloodarsenal:blood_infused_wooden_planks, Blood Infused Wooden Planks
bloodarsenal:blood_infused_wooden_slab:0, Blood Infused Wooden Slab
bloodarsenal:blood_diamond:0, Blood Diamond
bloodarsenal:blood_diamond:1, Inert Blood Diamond
bloodarsenal:blood_diamond:2, Blood Infused Diamond
bloodarsenal:blood_diamond:3, Bound Diamond
bloodarsenal:base_item:0, Glass Shard
bloodarsenal:base_item:1, Blood Infused Stick
bloodarsenal:base_item:2, Blood Infused Glowstone Dust
bloodarsenal:base_item:3, Inert Blood-Iron Ingot
bloodarsenal:base_item:4, Blood Infused Iron Ingot
bloodarsenal:base_item:5, Stasis Plate
bloodarsenal:base_item:6, Swimming Reagent
bloodarsenal:base_item:7, Ender Reagent
bloodarsenal:base_item:8, Lightning Reagent
bloodarsenal:base_item:9, Divinity Reagent
bloodarsenal:blood_burned_string, Blood Burned String
bloodarsenal:blood_orange, Blood Orange
bloodarsenal:blood_infused_wooden_pickaxe, Blood Infused Wooden Pickaxe
bloodarsenal:blood_infused_wooden_axe, Blood Infused Wooden Axe
bloodarsenal:blood_infused_wooden_shovel, Blood Infused Wooden Shovel
bloodarsenal:blood_infused_wooden_sickle, Blood Infused Wooden Sickle
bloodarsenal:blood_infused_wooden_sword, Blood Infused Wooden Sword
bloodarsenal:blood_infused_iron_pickaxe, Blood Infused Iron Pickaxe
bloodarsenal:blood_infused_iron_axe, Blood Infused Iron Axe
bloodarsenal:blood_infused_iron_shovel, Blood Infused Iron Shovel
bloodarsenal:blood_infused_iron_sickle, Blood Infused Iron Sickle
bloodarsenal:blood_infused_iron_sword, Blood Infused Iron Sword
bloodarsenal:glass_sacrificial_dagger, Glass Sacrificial Dagger
bloodarsenal:glass_dagger_of_sacrifice, Glass Dagger of Sacrifice
bloodarsenal:gem:0, Gem of Self Sacrifice
bloodarsenal:gem:1, Gem of Sacrifice
bloodarsenal:gem:2, Gem of Tartaric Will
bloodarsenal:sigil_swimming, Sigil of Swimming
bloodarsenal:sigil_ender, Ender Sigil
bloodarsenal:sigil_augmented_holding, Sigil of Augmented Holding
bloodarsenal:sigil_lightning, Lightning Sigil
bloodarsenal:sigil_divinity, Sigil of Divinity
bloodarsenal:sigil_sentience, Sigil of Sentience
bloodarsenal:bound_stick, Bound Stick
bloodarsenal:bound_sickle, Bound Sickle
bloodarsenal:bound_igniter, Bound Igniter
bloodarsenal:bound_shears, Bound Shears
bloodarsenal:stasis_axe, Stasis Axe
bloodarsenal:stasis_pickaxe, Stasis Pickaxe
bloodarsenal:stasis_shovel, Stasis Shovel
bloodarsenal:stasis_sword, Stasis Blade
bloodarsenal:modifier_tome, Modifier Tome
bloodarsenal:warp_blade, Warp Blade
bloodarsenal:sacrifice_amulet:0, Amulet of Sacrifice
bloodarsenal:self_sacrifice_amulet:0, Amulet of Self Sacrifice
bloodarsenal:vampire_ring, Vampire Ring
bloodarsenal:soul_pendant:0, Petty Soul Pendant
bloodarsenal:soul_pendant:1, Lesser Soul Pendant
bloodarsenal:soul_pendant:2, Common Soul Pendant
bloodarsenal:soul_pendant:3, Greater Soul Pendant
bloodarsenal:soul_pendant:4, Grand Soul Pendant
bloodarsenal:soul_pendant:0, Petty Soul Pendant
bloodarsenal:soul_pendant:1, Lesser Soul Pendant
bloodarsenal:soul_pendant:2, Common Soul Pendant
bloodarsenal:soul_pendant:3, Greater Soul Pendant
bloodarsenal:soul_pendant:4, Grand Soul Pendant
bloodarsenal:soul_pendant:0, Petty Soul Pendant
bloodarsenal:soul_pendant:1, Lesser Soul Pendant
bloodarsenal:soul_pendant:2, Common Soul Pendant
bloodarsenal:soul_pendant:3, Greater Soul Pendant
bloodarsenal:soul_pendant:4, Grand Soul Pendant
bloodarsenal:soul_pendant:0, Petty Soul Pendant
bloodarsenal:soul_pendant:1, Lesser Soul Pendant
bloodarsenal:soul_pendant:2, Common Soul Pendant
bloodarsenal:soul_pendant:3, Greater Soul Pendant
bloodarsenal:soul_pendant:4, Grand Soul Pendant
bloodarsenal:soul_pendant:0, Petty Soul Pendant
bloodarsenal:soul_pendant:1, Lesser Soul Pendant
bloodarsenal:soul_pendant:2, Common Soul Pendant
bloodarsenal:soul_pendant:3, Greater Soul Pendant
bloodarsenal:soul_pendant:4, Grand Soul Pendant
bloodarsenal:soul_pendant:0, Petty Soul Pendant
bloodarsenal:soul_pendant:1, Lesser Soul Pendant
bloodarsenal:soul_pendant:2, Common Soul Pendant
bloodarsenal:soul_pendant:3, Greater Soul Pendant
bloodarsenal:soul_pendant:4, Grand Soul Pendant
compactmachines3:tunnel, Tunnel
compactmachines3:redstonetunnel, Redstone Tunnel
compactmachines3:wall, Solid Compact Machine Wall
compactmachines3:wallbreakable, Compact Machine Wall
compactmachines3:machine:0, Tiny Compact Machine
compactmachines3:machine:1, Small Compact Machine
compactmachines3:machine:2, Normal Compact Machine
compactmachines3:machine:3, Large Compact Machine
compactmachines3:machine:4, Giant Compact Machine
compactmachines3:machine:5, Maximum Compact Machine
compactmachines3:fieldprojector, Miniaturization Field Projector
compactmachines3:psd, Personal Shrinking Device
compactmachines3:tunneltool, Tunnel
compactmachines3:redstonetunneltool, Redstone Tunnel
cookingforblockheads:cooking_table, Cooking Table
cookingforblockheads:oven, Oven
cookingforblockheads:fridge, Fridge
cookingforblockheads:sink, Sink
cookingforblockheads:tool_rack, Tool Rack
cookingforblockheads:toaster, Toaster
cookingforblockheads:milk_jar, Milk Jar
cookingforblockheads:cow_jar, Cow in a Jar
cookingforblockheads:spice_rack, Spice Rack
cookingforblockheads:counter, Kitchen Counter
cookingforblockheads:cabinet, Kitchen Cabinet
cookingforblockheads:corner, Kitchen Corner
cookingforblockheads:kitchen_floor, Kitchen Floor
cookingforblockheads:fruit_basket, Fruit Basket
cookingforblockheads:cutting_board, Cutting Board
cookingforblockheads:recipe_book:0, Cooking for Blockheads
cookingforblockheads:recipe_book:1, Cooking for Blockheads I
cookingforblockheads:recipe_book:2, Cooking for Blockheads II
cookingforblockheads:heating_unit, Heating Unit
cookingforblockheads:ice_unit, Ice Unit
cookingforblockheads:preservation_chamber, Preservation Chamber
zerocore:debugtool, Debug Tool
bigreactors:ingotyellorium, Yellorium Ingot
bigreactors:ingotcyanite, Cyanite Ingot
bigreactors:ingotgraphite, Graphite Bar
bigreactors:ingotblutonium, Blutonium Ingot
bigreactors:ingotludicrite, Ludicrite Ingot
bigreactors:ingotsteel, Steel Ingot
bigreactors:dustyellorium, Yellorium Dust
bigreactors:dustcyanite, Cyanite Dust
bigreactors:dustgraphite, Graphite Dust
bigreactors:dustblutonium, Blutonium Dust
bigreactors:dustludicrite, Ludicrite Dust
bigreactors:duststeel, Steel Dust
bigreactors:mineralanglesite, Anglesite (PbSO4)
bigreactors:mineralbenitoite, Benitoite (BaTiSi3O9)
bigreactors:reactorcasingcores, Reactor Casing Core (Legacy)
bigreactors:turbinehousingcores, Turbine Housing Core (Legacy)
bigreactors:wrench, Extreme Wrench
bigreactors:blockyellorium, Yellorium Block
bigreactors:oreanglesite, Anglesite Ore
bigreactors:turbinecreativesteamgenerator, Turbine Creative Steam Generator (Legacy)
bigreactors:turbinerotorblade, Turbine Rotor Blade (Legacy)
bigreactors:blockblutonium, Blutonium Block
bigreactors:orebenitoite, Benitoite Ore
bigreactors:turbinebearing, Turbine Rotor Bearing (Legacy)
bigreactors:reactorrednetport, Reactor RedNet Port (Legacy)
bigreactors:turbinehousing, Turbine Housing (Legacy)
bigreactors:blocksteel, Steel Block
bigreactors:reactoraccessport, Reactor Access Port (Legacy)
bigreactors:turbinecomputerport, Turbine Computer Port (Legacy)
bigreactors:turbinerotorshaft, Turbine Rotor Shaft (Legacy)
bigreactors:reactorcreativecoolantport, Reactor Creative Coolant Port (Legacy)
bigreactors:turbinefluidport, Turbine Fluid Port (Legacy)
bigreactors:blockgraphite, Graphite Block
bigreactors:blockcyanite, Cyanite Block
bigreactors:reactorcoolantport, Reactor Coolant Port (Legacy)
bigreactors:turbinecontroller, Turbine Controller (Legacy)
bigreactors:reactorpowertaptesla, Reactor Tesla Power Tap (Legacy)
bigreactors:turbineglass, Turbine Glass (Legacy)
bigreactors:reactorcasing, Reactor Casing (Legacy)
bigreactors:reactorpowertaprf, Reactor Redstone Flux Power Tap (Legacy)
bigreactors:reactorcontroller, Reactor Controller (Legacy)
bigreactors:reactorredstoneport, Reactor Redstone Port (Legacy)
bigreactors:oreyellorite, Yellorite Ore
bigreactors:blockludicrite, Ludicrite Block
bigreactors:turbinepowertaprf, Turbine Redstone Flux Power Tap (Legacy)
bigreactors:turbinepowertaptesla, Turbine Tesla Power Tap (Legacy)
bigreactors:reactorcomputerport, Reactor Computer Port (Legacy)
bigreactors:reactorglass, Reactor Glass (Legacy)
bigreactors:reactorcontrolrod, Reactor Control Rod (Legacy)
bigreactors:reactorfuelrod, Reactor Fuel Rod (Legacy)
farmingforblockheads:market, Market
farmingforblockheads:chicken_nest, Chicken Nest
farmingforblockheads:feeding_trough, Feeding Trough
farmingforblockheads:fertilized_farmland_rich, Fertilized Farmland
farmingforblockheads:fertilized_farmland_healthy, Fertilized Farmland
farmingforblockheads:fertilized_farmland_rich_stable, Fertilized Farmland
farmingforblockheads:fertilized_farmland_healthy_stable, Fertilized Farmland
farmingforblockheads:fertilized_farmland_stable, Fertilized Farmland
farmingforblockheads:fertilizer:0, Red Fertilizer
farmingforblockheads:fertilizer:1, Green Fertilizer
farmingforblockheads:fertilizer:2, Yellow Fertilizer
itemfilters:filter, Item Filter
itemfilters:missing, Missing Item
ftbquests:screen, Task Screen
ftbquests:progress_detector, Quest Progress Detector
ftbquests:detector:0, Redstone Detector
ftbquests:detector:1, Player Detector
ftbquests:progress_screen, Progress Screen
ftbquests:chest, Quest Chest
ftbquests:loot_crate_storage, Loot Crate Storage
ftbquests:loot_crate_opener, Loot Crate Opener
ftbquests:barrier, Quest Barrier
ftbquests:reward_collector, Reward Collector
ftbquests:book, Quest Book
ftbquests:lootcrate, Loot Crate
ftbquests:custom_icon, Custom Icon
futuremc:dye:0, White Dye
futuremc:dye:1, Blue Dye
futuremc:dye:2, Brown Dye
futuremc:dye:3, Black Dye
futuremc:trident, Trident
futuremc:banner_pattern:0, Banner Pattern
futuremc:banner_pattern:1, Banner Pattern
futuremc:banner_pattern:2, Banner Pattern
futuremc:banner_pattern:3, Banner Pattern
futuremc:banner_pattern:4, Banner Pattern
futuremc:banner_pattern:5, Banner Pattern
futuremc:honeycomb, Honeycomb
futuremc:honey_bottle, Honey Bottle
futuremc:sweet_berries, Sweet Berries
futuremc:suspicious_stew, Suspicious Stew
futuremc:bamboo, Bamboo
futuremc:pufferfish_bucket, Pufferfish Bucket
futuremc:salmon_bucket, Salmon Bucket
futuremc:cod_bucket, Cod Bucket
futuremc:tropical_fish_bucket, Tropical Fish Bucket
futuremc:nautilus_shell, Nautilus Shell
futuremc:lantern, Lantern
futuremc:stonecutter, Stonecutter
futuremc:barrel, Barrel
futuremc:smoker, Smoker
futuremc:blast_furnace, Blast Furnace
futuremc:loom, Loom
futuremc:fletching_table, Fletching Table
futuremc:smithing_table, Smithing Table
futuremc:cartography_table, Cartography Table
futuremc:grindstone, Grindstone
futuremc:composter, Composter
futuremc:bell, Bell
futuremc:honey_block, Honey Block
futuremc:honeycomb_block, Honeycomb Block
futuremc:lily_of_the_valley, Lily of the Valley
futuremc:cornflower, Cornflower
futuremc:wither_rose, Wither Rose
futuremc:campfire, Campfire
futuremc:scaffolding, Scaffolding
futuremc:bee_nest, Bee Nest
futuremc:beehive, Bee Hive
futuremc:stripped_acacia_log, Stripped Acacia Log
futuremc:stripped_jungle_log, Stripped Jungle Log
futuremc:stripped_birch_log, Stripped Birch Log
futuremc:stripped_oak_log, Stripped Oak Log
futuremc:stripped_spruce_log, Stripped Spruce Log
futuremc:stripped_dark_oak_log, Stripped Dark Oak Log
futuremc:brick_wall, Brick Wall
futuremc:granite_wall, Granite Wall
futuremc:andesite_wall, Andesite Wall
futuremc:diorite_wall, Diorite Wall
futuremc:sandstone_wall, Sandstone Wall
futuremc:red_sandstone_wall, Red Sandstone Wall
futuremc:stone_brick_wall, Stone Brick Wall
futuremc:mossy_stone_brick_wall, Mossy Stone Brick Wall
futuremc:nether_brick_wall, Nether Brick Wall
futuremc:red_nether_brick_wall, Red Nether Brick Wall
futuremc:end_stone_brick_wall, End Stone Brick Wall
futuremc:prismarine_wall, Prismarine Wall
futuremc:smooth_stone, Smooth Stone
futuremc:smooth_sandstone, Smooth Sandstone
futuremc:smooth_quartz, Smooth Quartz
futuremc:smooth_red_sandstone, Smooth Red Sandstone
futuremc:blue_ice, Blue Ice
futuremc:stripped_acacia_wood, Stripped Acacia Wood
futuremc:stripped_jungle_wood, Stripped Jungle Wood
futuremc:stripped_birch_wood, Stripped Birch Wood
futuremc:stripped_oak_wood, Stripped Oak Wood
futuremc:stripped_spruce_wood, Stripped Spruce Wood
futuremc:stripped_dark_oak_wood, Stripped Dark Oak Wood
futuremc:acacia_wood, Acacia Wood
futuremc:jungle_wood, Jungle Wood
futuremc:birch_wood, Birch Wood
futuremc:oak_wood, Oak Wood
futuremc:spruce_wood, Spruce Wood
futuremc:dark_oak_wood, Dark Oak Wood
futuremc:acacia_trapdoor, Acacia Trapdoor
futuremc:jungle_trapdoor, Jungle Trapdoor
futuremc:birch_trapdoor, Birch Trapdoor
futuremc:spruce_trapdoor, Spruce Trapdoor
futuremc:dark_oak_trapdoor, Dark Oak Trapdoor
futuremc:soul_fire_lantern, Soul Lantern
futuremc:soul_fire_torch, Soul Torch
futuremc:soul_soil, Soul Soil
futuremc:netherite_ingot, Netherite Ingot
futuremc:netherite_scrap, Netherite Scrap
futuremc:netherite_axe, Netherite Axe
futuremc:netherite_hoe, Netherite Hoe
futuremc:netherite_pickaxe, Netherite Pickaxe
futuremc:netherite_shovel, Netherite Shovel
futuremc:netherite_sword, Netherite Sword
futuremc:netherite_helmet, Netherite Helmet
futuremc:netherite_chestplate, Netherite Chestplate
futuremc:netherite_leggings, Netherite Leggings
futuremc:netherite_boots, Netherite Boots
futuremc:chain, Chain
futuremc:netherite_block, Netherite Block
futuremc:ancient_debris, Ancient Debris
futuremc:record_pigstep, Music Disc
ironchest:iron_chest:0, Iron Chest
ironchest:iron_chest:1, Gold Chest
ironchest:iron_chest:2, Diamond Chest
ironchest:iron_chest:3, Copper Chest
ironchest:iron_chest:4, Silver Chest
ironchest:iron_chest:5, Crystal Chest
ironchest:iron_chest:6, Obsidian Chest
ironchest:iron_chest:7, DirtChest 9000!
ironchest:iron_shulker_box_white:0, White Iron Shulker Box
ironchest:iron_shulker_box_white:1, White Gold Shulker Box
ironchest:iron_shulker_box_white:2, White Diamond Shulker Box
ironchest:iron_shulker_box_white:3, White Copper Shulker Box
ironchest:iron_shulker_box_white:4, White Silver Shulker Box
ironchest:iron_shulker_box_white:5, White Crystal Shulker Box
ironchest:iron_shulker_box_white:6, White Obsidian Shulker Box
ironchest:iron_shulker_box_orange:0, Orange Iron Shulker Box
ironchest:iron_shulker_box_orange:1, Orange Gold Shulker Box
ironchest:iron_shulker_box_orange:2, Orange Diamond Shulker Box
ironchest:iron_shulker_box_orange:3, Orange Copper Shulker Box
ironchest:iron_shulker_box_orange:4, Orange Silver Shulker Box
ironchest:iron_shulker_box_orange:5, Orange Crystal Shulker Box
ironchest:iron_shulker_box_orange:6, Orange Obsidian Shulker Box
ironchest:iron_shulker_box_magenta:0, Magenta Iron Shulker Box
ironchest:iron_shulker_box_magenta:1, Magenta Gold Shulker Box
ironchest:iron_shulker_box_magenta:2, Magenta Diamond Shulker Box
ironchest:iron_shulker_box_magenta:3, Magenta Copper Shulker Box
ironchest:iron_shulker_box_magenta:4, Magenta Silver Shulker Box
ironchest:iron_shulker_box_magenta:5, Magenta Crystal Shulker Box
ironchest:iron_shulker_box_magenta:6, Magenta Obsidian Shulker Box
ironchest:iron_shulker_box_light_blue:0, Light Blue Iron Shulker Box
ironchest:iron_shulker_box_light_blue:1, Light Blue Gold Shulker Box
ironchest:iron_shulker_box_light_blue:2, Light Blue Diamond Shulker Box
ironchest:iron_shulker_box_light_blue:3, Light Blue Copper Shulker Box
ironchest:iron_shulker_box_light_blue:4, Light Blue Silver Shulker Box
ironchest:iron_shulker_box_light_blue:5, Light Blue Crystal Shulker Box
